track_id,track_name,artists,album,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,playlist
3xrYub17E0jGFrkJ0JCCoM,Sparkly Socks,"Salt Tree, ",Sparkly Socks,0.729,0.385,0.038,0.867,4.55e-06,0.103,0.163,89.946,6.0,1.0,hodgepodge.
3glSbOyqE3wNd9UJolHLog,Let's Go Dancing on the Beach,"Voyageur, ",Let's Go Dancing on the Beach,0.65,0.522,0.0267,0.459,0.554,0.106,0.537,111.969,11.0,1.0,hodgepodge.
7rqaqQurHzR5xHAhdm1gmM,Goodbye Earl,"The Chicks, ",Fly,0.705,0.7,0.0295,0.0192,0.0,0.0755,0.765,122.841,0.0,1.0,hodgepodge.
6MrILERJLA3Jcq0E9poZsp,Without You,"Harry Nilsson, ",Nilsson Schmilsson,0.381,0.186,0.029,0.613,2.75e-06,0.0694,0.142,65.058,4.0,1.0,hodgepodge.
3mZ33QYHWylbabTz82rHwj,So What,"Miles Davis, ",Pleasantville -Music From The Motion Picture,0.505,0.189,0.0363,0.785,0.00974,0.112,0.236,137.378,2.0,1.0,hodgepodge.
3yNVfRQlUPViUh8O2V9SQn,Just a Friend,"Biz Markie, ",Biz's Baddest Beats: The Best of Biz Markie,0.862,0.663,0.21,0.12,0.0,0.318,0.837,85.308,0.0,1.0,hodgepodge.
48EjSdYh8wz2gBxxqzrsLe,Cranes in the Sky,"Solange, ",A Seat at the Table,0.719,0.615,0.045,0.408,0.000147,0.235,0.465,96.988,6.0,1.0,hodgepodge.
6b6IMqP565TbtFFZg9iFf3,"I Can't Help Myself (Sugar Pie, Honey Bunch)","Four Tops, ",Four Tops Second Album,0.667,0.599,0.0291,0.245,0.0,0.107,0.971,127.935,0.0,1.0,hodgepodge.
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,"Imagine Dragons, ",Evolve,0.672,0.655,0.0311,0.0362,0.0,0.117,0.556,134.945,10.0,0.0,hodgepodge.
29XiOFj6yTnutq3hSjwv88,NIGHT RIDER,"Joji, ",SMITHEREENS,0.78,0.749,0.107,0.629,0.942,0.109,0.0398,85.007,8.0,1.0,hodgepodge.
7GgHRS2Z69OkX9bfMV8Fcp,Feeling Like The End,"Joji, ",SMITHEREENS,0.794,0.668,0.0646,0.299,0.00104,0.0899,0.632,148.016,2.0,1.0,hodgepodge.
3XL2raa5lRT7HrPZv2KZMR,1AM FREESTYLE,"Joji, ",SMITHEREENS,0.615,0.541,0.0263,0.748,0.00268,0.12,0.124,126.049,0.0,0.0,hodgepodge.
3pFd9A26HBn5e1qXjHqdTC,Labradors,"Hailaker, Lowswimmer, Jemima Coulter, ",Holding,0.601,0.127,0.0384,0.978,0.685,0.116,0.156,106.437,5.0,1.0,hodgepodge.
3qbToOWJKKc0HtruELjlE1,Famous,"Hailaker, Lowswimmer, Jemima Coulter, ",Iridesce / Famous,0.394,0.198,0.0408,0.916,0.00162,0.115,0.0867,136.208,1.0,1.0,hodgepodge.
31YHoSHFbOu4wOgg34skBq,Good People,"MALARKEY, Beave, ",Good People,0.709,0.826,0.263,0.0192,0.252,0.551,0.62,128.142,1.0,1.0,hodgepodge.
1RDvyOk4WtPCtoqciJwVn8,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"Jung Kook, BTS, FIFA Sound, ",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],0.71,0.879,0.0422,0.158,0.00142,0.439,0.341,114.993,0.0,1.0,hodgepodge.
1AQZboIuUPRAdR7Midm8Li,beautiful things,"Joseph Tilley, ",beautiful things,0.692,0.0804,0.0558,0.98,5.97e-06,0.0819,0.482,81.892,4.0,1.0,hodgepodge.
17BrHOGnj5jkghZoGc5bLS,Hummingbird,"Don Carnevale, ",Hummingbird,0.593,0.704,0.0294,0.143,1.12e-06,0.106,0.626,130.002,9.0,1.0,hodgepodge.
29kUiQdEvB9q7joHiYZNJ3,I Ain’t Worried - Acoustic,"OneRepublic, ","I Ain’t Worried - Acoustic (Music From The Motion Picture ""Top Gun: Maverick"")",0.711,0.493,0.0357,0.688,1.9e-05,0.0828,0.783,139.994,5.0,1.0,hodgepodge.
4tUwl5pPya2cmezWS0xjeU,I Didn't Know,"Sofia Carson, ",Purple Hearts (Original Soundtrack),0.385,0.265,0.0809,0.291,0.0,0.135,0.285,82.744,6.0,0.0,hodgepodge.
1rpDLMm4FjGqMz6N1dZZo8,Million Reasons,"Lady Gaga, ",Joanne (Deluxe),0.666,0.423,0.043,0.494,0.0,0.106,0.154,129.89,0.0,1.0,hodgepodge.
0M3xBZF1DDTsTUs7uUF7LR,cardigan,"Taylor Swift, ",folklore: the escapism chapter,0.612,0.58,0.0419,0.525,0.000414,0.26,0.534,130.045,0.0,0.0,hodgepodge.
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage, ",HEROES & VILLAINS,0.715,0.62,0.0484,0.417,0.0,0.0822,0.172,97.95,1.0,0.0,hodgepodge.
76OGwb5RA9h4FxQPT33ekc,SNAP,"Rosa Linn, ",SNAP,0.565,0.636,0.0638,0.107,9.9e-06,0.447,0.525,170.01,0.0,1.0,hodgepodge.
2L9N0zZnd37dwF0clgxMGI,ceilings,"Lizzy McAlpine, ",five seconds flat,0.516,0.322,0.0292,0.473,0.00194,0.215,0.261,148.005,9.0,1.0,hodgepodge.
0gSc5Vo4tczXkHb2V208jz,Sunday Morning Coming Down,"Kris Kristofferson, ",The Austin Sessions,0.59,0.401,0.0255,0.153,0.00199,0.101,0.163,77.8,7.0,1.0,hodgepodge.
2aavdtSzGJnjgxBvnJcX1A,Lifeline,"Reuben Gray, ",Lifeline,0.414,0.415,0.0372,0.0402,0.0,0.0901,0.195,94.496,0.0,1.0,hodgepodge.
7wvwXi9Z66dcH5t202vVkN,Will He,"Joji, ",In Tongues (Deluxe),0.618,0.217,0.0515,0.836,0.000163,0.538,0.0872,116.014,10.0,1.0,hodgepodge.
67oXeTZpWaR6rfAEQc5JWS,Lost,"Cher Lloyd, ",Lost,0.633,0.5,0.143,0.223,0.0,0.129,0.167,149.703,8.0,1.0,hodgepodge.
72jbDTw1piOOj770jWNeaG,Paris,"The Chainsmokers, ",Memories...Do Not Open,0.653,0.658,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,2.0,1.0,hodgepodge.
4DHcnVTT87F0zZhRPYmZ3B,Flowers,"Miley Cyrus, ",Endless Summer Vacation,0.707,0.681,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,0.0,1.0,hodgepodge.
6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,"PinkPantheress, Ice Spice, ",Boy's a liar Pt. 2,0.696,0.809,0.05,0.252,0.000128,0.248,0.857,132.962,5.0,1.0,hodgepodge.
4Dvkj6JhhA12EX05fT7y2e,As It Was,"Harry Styles, ",Harry's House,0.52,0.731,0.0557,0.342,0.00101,0.311,0.662,173.93,6.0,0.0,hodgepodge.
1Xi84slp6FryDSCbzq4UCD,Arcade,"Duncan Laurence, ",Arcade,0.45,0.329,0.0441,0.818,0.00109,0.135,0.266,71.884,9.0,0.0,hodgepodge.
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"Rema, Selena Gomez, ",Calm Down (with Selena Gomez),0.801,0.806,0.0381,0.382,0.000669,0.114,0.802,106.999,11.0,1.0,hodgepodge.
5mHdCZtVyb4DcJw8799hZp,Escapism.,"RAYE, 070 Shake, ",My 21st Century Blues,0.538,0.742,0.114,0.138,4.67e-05,0.0934,0.25,96.107,2.0,1.0,hodgepodge.
7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,"Big Sean, E-40, ",Dark Sky Paradise,0.824,0.733,0.0613,0.0362,0.0,0.325,0.395,97.972,1.0,1.0,hodgepodge.
1v6svH1Fyx9C1nIt1mA2DT,All I Want,"Olivia Rodrigo, Disney, ",High School Musical: The Musical: The Series (Original Soundtrack),0.376,0.43,0.0328,0.0902,0.0,0.0912,0.129,77.599,0.0,0.0,hodgepodge.
3KD51YetMdgdPRSF42E35w,Motherfucker Got Fucked Up,"Folk Uke, ",Folk Uke,0.594,0.141,0.0486,0.951,0.0,0.109,0.482,119.637,0.0,1.0,hodgepodge.
7cflqPPi3zWfLFRRBTWeh6,talk is overrated,"Jeremy Zucker, blackbear, ",idle,0.776,0.353,0.0687,0.435,0.0,0.302,0.658,138.035,4.0,0.0,hodgepodge.
1MFRapRpkXLhgMplU0CM76,exile,"Taylor Swift, Bon Iver, ",folklore: the escapism chapter,0.31,0.374,0.0275,0.761,2.46e-05,0.11,0.16,75.938,6.0,1.0,hodgepodge.
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,"Joji, ",BALLADS 1,0.515,0.479,0.0261,0.544,0.00598,0.191,0.284,88.964,3.0,1.0,hodgepodge.
7xoUc6faLbCqZO6fQEYprd,One Last Time,"Ariana Grande, ",My Everything (Deluxe),0.628,0.593,0.0323,0.093,1.65e-06,0.096,0.104,125.026,8.0,1.0,hodgepodge.
6w8pFOKn42O418qwcQElZ3,Waves,"Dean Lewis, ",A Place We Knew,0.518,0.729,0.0452,0.183,0.0,0.0643,0.343,156.879,11.0,0.0,hodgepodge.
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow, ",INDUSTRY BABY (feat. Jack Harlow),0.736,0.704,0.0615,0.0203,0.0,0.0501,0.894,149.995,3.0,0.0,hodgepodge.
46u5B2WN4wryYLZuMAOmI4,Hurts So Good,"Astrid S, ",Leave It Beautiful (Complete),0.672,0.625,0.0468,0.0774,0.0,0.0934,0.423,120.038,7.0,0.0,hodgepodge.
5teOR8KU4XNWY2WlVUDiIR,85%,"Loote, gnash, ",lost,0.574,0.651,0.046,0.346,0.0,0.149,0.368,140.017,7.0,1.0,hodgepodge.
0b11D9D0hMOYCIMN3OKreM,Into Your Arms (feat. Ava Max),"Witt Lowry, Ava Max, ",Into Your Arms (feat. Ava Max),0.504,0.788,0.215,0.0134,0.0,0.363,0.228,170.039,3.0,0.0,hodgepodge.
3TETmhGNWOcquUTtcr6RIR,The House of the Rising Sun,"The Animals, ",The House of the Rising Sun: Best of The Animals,0.316,0.484,0.0308,0.000334,0.00445,0.0912,0.299,117.363,9.0,0.0,hodgepodge.
5gukv8x9eP58gFy2OcZEBQ,drunk text me,"Lexi Jayde, ",closer to closure,0.534,0.493,0.0316,0.286,0.0,0.0889,0.232,79.97,0.0,1.0,hodgepodge.
5aUSEPNd3m5xliFK4pn5mU,Good Thing (with Kehlani),"Zedd, Kehlani, ",Good Thing (with Kehlani),0.693,0.564,0.0378,0.399,0.0,0.0409,0.574,185.913,1.0,0.0,hodgepodge.
1PyPK82Vd79mBJcuqA4Dv1,Say Yes,"Elliott Smith, ",Either/Or,0.499,0.0875,0.05,0.871,0.000221,0.11,0.418,153.439,5.0,1.0,hodgepodge.
5Ewz5ms8XpjtkihWFLnJJs,Paint,"The Paper Kites, ",Young North,0.554,0.303,0.0366,0.893,0.00207,0.119,0.396,77.295,4.0,1.0,hodgepodge.
6QdCN5iS19thnvwZ5m8vH8,hearts never break,"When Chai Met Toast, ",hearts never break,0.501,0.451,0.0278,0.309,0.00117,0.104,0.183,172.021,8.0,1.0,hodgepodge.
2AwPXDmMeUJGt2Ro5Ea10G,Save Yourself,"KALEO, ",A/B,0.529,0.338,0.035,0.515,9.26e-06,0.124,0.111,120.436,8.0,1.0,hodgepodge.
4t1zWwxBWH2xqpQgR6KTcq,Girl in a Coffee Shop,"Zach Seabaugh, ",Girl in a Coffee Shop,0.667,0.422,0.0414,0.726,2.91e-06,0.737,0.282,95.83,4.0,1.0,hodgepodge.
4bqkbekuSZFQmKcWpnGn5n,I Think I'm Growing?,"FLETCHER, ",Girl Of My Dreams,0.57,0.253,0.0464,0.783,0.0,0.0972,0.395,89.011,7.0,1.0,hodgepodge.
0dSRoWYf0GOzX9L44g53sZ,One Step Ahead,"Aretha Franklin, ",A Bit Of Soul,0.384,0.206,0.0319,0.826,0.0,0.553,0.667,170.172,0.0,0.0,hodgepodge.
12xQjCTsGm2JKWZklTOZnu,Everybody Knows,"The Wanted, ",Word Of Mouth (Deluxe),0.581,0.695,0.0352,0.0437,0.0,0.261,0.264,149.047,2.0,1.0,hodgepodge.
1XpAZlfENlrHalIvuhAp9R,Moon,"Jonah Kagen, ",Moon,0.586,0.516,0.0386,0.191,0.0,0.489,0.38,109.928,1.0,0.0,hodgepodge.
3JE04xcSOB8zuUzzazuaDj,broken,"Jonah Kagen, ",broken,0.495,0.351,0.0626,0.53,0.0,0.104,0.237,83.365,1.0,1.0,hodgepodge.
2G0Euh2XsSOtvgtMbysJmE,lost,"Loote, ",lost,0.577,0.707,0.0356,0.0803,0.0,0.148,0.317,97.067,4.0,1.0,hodgepodge.
6s86N7LVaJZuU4alwKp6XO,Are you happy?,"shy martin, ",Sad Songs,0.632,0.578,0.0905,0.714,0.0,0.42,0.297,139.324,9.0,0.0,hodgepodge.
7jolSfE1rnsBLg0DMWuTkm,Take My Breath Away,"Duncan Laurence, ",Take My Breath Away,0.551,0.357,0.0293,0.378,5.18e-06,0.268,0.112,101.962,4.0,1.0,hodgepodge.
5iE3eUH2WGCXcE2xr6DEmU,Waffle House,"Jonas Brothers, ",Waffle House,0.729,0.763,0.0363,0.033,1e-06,0.192,0.864,126.002,10.0,1.0,hodgepodge.
60wwxj6Dd9NJlirf84wr2c,Clarity,"Zedd, Foxes, ",Clarity,0.509,0.781,0.072,0.0398,0.0,0.0749,0.176,128.0,8.0,1.0,hodgepodge.
2XMTqoHHSH0lvuXrvIEdco,Capsize,"FRENSHIP, Emily Warren, ",Truce - EP,0.683,0.708,0.0305,0.0398,0.155,0.686,0.355,92.991,5.0,0.0,hodgepodge.
6uvh0In7u1Xn4HgxOfAn8O,Matilda,"Harry Styles, ",Harry's House,0.507,0.294,0.04,0.896,1.97e-05,0.0966,0.386,114.199,2.0,1.0,hodgepodge.
0aX5kjSlup9iqZbf1chTr3,Perfect Stranger,"John Mark Nelson, Sofia Mills, ",Hideaway,0.606,0.151,0.0454,0.932,0.000478,0.0855,0.337,95.089,0.0,1.0,hodgepodge.
6rn05wjqqgF86cDdPRAGaa,To Let A Good Thing Die,"Bruno Major, ",To Let A Good Thing Die,0.552,0.109,0.102,0.934,1.35e-05,0.13,0.389,64.303,10.0,1.0,hodgepodge.
67O2rZupyhDT8FvyKhMzzQ,Until,"Sad Songs for Happy People, ",02,0.655,0.337,0.0365,0.86,0.87,0.0932,0.72,144.013,7.0,1.0,hodgepodge.
6BcWK48iD0lSp6o4eHiUL1,Twister,"Sad Songs for Happy People, ",01,0.514,0.911,0.0363,0.000193,0.667,0.106,0.332,134.008,5.0,0.0,hodgepodge.
2IgkKIJvTqGzb4NxW3XvSs,Time,"Sad Songs for Happy People, ",02,0.65,0.537,0.0252,0.194,0.0158,0.101,0.44,104.002,9.0,1.0,hodgepodge.
3ID7eF7kZDRXCJ2bLDc0BY,Second,"Sad Songs for Happy People, ",01,0.605,0.676,0.0265,0.01,0.425,0.123,0.256,109.022,4.0,0.0,hodgepodge.
4Ewmpi0jmxle3HVzSnuO2S,Girl,"Sad Songs for Happy People, ",02,0.63,0.748,0.0316,0.252,0.737,0.115,0.356,101.99,9.0,0.0,hodgepodge.
3aaQNj8PtxCZHLMcXHaw94,Light,"Sad Songs for Happy People, ",01,0.458,0.436,0.0245,0.00393,0.704,0.252,0.183,78.015,2.0,1.0,hodgepodge.
3pyyGVqWvRMq43qtJBzxe0,Kids,"Current Joys, ",Kids,0.828,0.66,0.0337,0.508,0.403,0.0755,0.904,113.45,6.0,1.0,hodgepodge.
3uCkIqD0VzQUijbs8WIizs,These Days,"Nico, ",Chelsea Girl,0.401,0.13,0.0312,0.989,0.305,0.101,0.213,93.091,5.0,1.0,hodgepodge.
5vjLSffimiIP26QG5WcN2K,Hold On,"Chord Overstreet, ",Hold On,0.618,0.443,0.0526,0.469,0.0,0.0829,0.167,119.949,2.0,1.0,hodgepodge.
3SQ1kXxEYB2EXgIjFFhw2D,seven,"Taylor Swift, ",folklore: the escapism chapter,0.602,0.494,0.0277,0.888,2.59e-05,0.0902,0.374,94.955,4.0,1.0,hodgepodge.
65YnIFKuwUCLIqMHAP8TAm,the lakes,"Taylor Swift, ",folklore: the escapism chapter,0.313,0.258,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,2.0,1.0,hodgepodge.
07c4PaAD3aPavDfZxeHZoY,why didn't you call???,"Saint Harison, ",why didn't you call???,0.347,0.227,0.0333,0.952,1.55e-06,0.11,0.307,169.238,8.0,1.0,hodgepodge.
6HbxpoChDH9ThadFOSAnma,Autumn Town Leaves,"Iron & Wine, ",Weed Garden,0.662,0.322,0.0304,0.855,0.0019,0.144,0.425,115.771,1.0,1.0,hodgepodge.
1Wt8OoQoQ2DsoPHs0TdOHn,Call On Me (feat. Vancouver Sleep Clinic),"Seven Lions, Vancouver Sleep Clinic, ",Beyond The Veil,0.323,0.698,0.0449,0.0801,0.0,0.122,0.105,145.987,2.0,1.0,hodgepodge.
2nD9CUfMMUVxL0UyFs8fGG,Pistol,"Cigarettes After Sex, ",Pistol,0.651,0.441,0.0346,0.519,0.708,0.0959,0.373,109.979,7.0,1.0,hodgepodge.
4Xl2PrS3DJqqSKXCo6Uhv9,Homeward Bound,"Simon & Garfunkel, ","Parsley, Sage, Rosemary And Thyme",0.485,0.378,0.0337,0.831,0.0,0.103,0.528,92.928,3.0,1.0,hodgepodge.
3qqeDnTGXgRftw1RZj4Jv2,Sweet to Me,"Summer Salt, ",Driving to Hawaii,0.563,0.51,0.0283,0.677,4.18e-06,0.305,0.501,97.463,9.0,1.0,hodgepodge.
4riNrmjpo1rKNUF1aKIOt2,Fish In The Sea,"Charm of Finches, ",Your Company,0.394,0.262,0.0298,0.874,0.0,0.0977,0.273,110.47,2.0,0.0,hodgepodge.
2RpyjZCrhMb9rdpOE1lXlk,touch/feelings,"lost spaces, JAIE, ",touch/feelings,0.73,0.508,0.0285,0.329,0.0,0.391,0.64,104.997,4.0,0.0,hodgepodge.
2nmFD5rJ9YXAlPjUaIgLFT,I Wish I Was the Moon,"Ewan J Phillips, Marley Chapman, ",Born Survivor,0.396,0.315,0.0346,0.879,0.0603,0.0953,0.081,99.432,1.0,0.0,hodgepodge.
5Iy1wdO0tMaHwKnfFYtlel,Cursive,"Billie Marten, ",As Long As - EP,0.494,0.267,0.0308,0.935,5.58e-05,0.128,0.166,115.117,0.0,1.0,hodgepodge.
1WbqQUB9ldGb8x3b72RH3Z,come into my arms,"November Ultra, ",come into my arms,0.263,0.0223,0.0525,0.993,0.00236,0.121,0.141,173.522,1.0,1.0,hodgepodge.
4E2sMWXzxK3uYJerGbeUfp,Heaven,"Bazzi, ",Infinite Dream,0.798,0.575,0.0351,0.145,2.23e-06,0.0601,0.685,114.989,5.0,0.0,hodgepodge.
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,"UB40, ",The Very Best Of,0.857,0.468,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,1.0,1.0,hodgepodge.
27oU7iv0FVj8VsjsLB4hKD,Miles and States (Acoustic),"Abandoning Sunday, ",Reflect Part 1,0.532,0.351,0.03,0.574,0.0,0.169,0.629,76.991,7.0,1.0,hodgepodge.
7l3DfQw8kEKSsgnNgcekgG,October,"Jon D, ",Roots,0.499,0.417,0.0276,0.501,0.00372,0.112,0.305,134.779,4.0,1.0,hodgepodge.
0J50Q2cDZtUP3hXIJTddpa,Tapioca Tundra,"The Monkees, ","The Birds, The Bees, & The Monkees",0.409,0.709,0.0466,0.559,3.87e-05,0.34,0.717,165.166,9.0,1.0,hodgepodge.
1XIGMVFVnTlt9IvT7FnhsO,Where Do We Draw the Line,"Poets of the Fall, ",Revolution Roulette,0.517,0.365,0.0262,0.742,2.58e-05,0.117,0.115,137.898,1.0,0.0,hodgepodge.
3sZfQB5uYTJmA4QnB8dv7P,White Blood,"Oh Wonder, ",Oh Wonder,0.477,0.229,0.0555,0.845,0.000446,0.196,0.0819,131.28,0.0,1.0,hodgepodge.
62MNMZaNTYWqjsD0Isce0l,White Braids & Pillow Chair,"Red Hot Chili Peppers, ",Unlimited Love,0.579,0.61,0.0315,0.0486,0.107,0.134,0.9,107.657,1.0,0.0,hodgepodge.
2mJJKQahKaEjJgOXp4nTou,Endless Story,"The Light the Heat, ",Wide Awake,0.454,0.228,0.0342,0.871,0.0,0.0741,0.178,120.213,11.0,1.0,hodgepodge.
2FY7b99s15jUprqC0M5NCT,Natural,"Imagine Dragons, ",Origins (Deluxe),0.704,0.611,0.0409,0.217,0.0,0.0812,0.22,100.0,2.0,1.0,hodgepodge.
6bLopGnirdrilrpdVB6Um1,The Greatest,"Sia, ",This Is Acting (Deluxe Version),0.639,0.785,0.174,0.0174,0.00107,0.0512,0.686,191.95,10.0,0.0,hodgepodge.
60PAzFNW3vAiAiVK6DRJfB,Day 'N' Nite (Nightmare),"Kid Cudi, ",Man On The Moon: The End Of Day (Int'l Version),0.88,0.443,0.0653,0.462,7.13e-06,0.122,0.803,138.018,11.0,0.0,hodgepodge.
1zx3bRFeIqknq6opwgaw3U,Let It Be,"Imaginary Future, ",Let It Be,0.519,0.123,0.0387,0.897,0.0,0.114,0.508,149.238,5.0,1.0,hodgepodge.
0Jlcvv8IykzHaSmj49uNW8,the 1,"Taylor Swift, ",folklore,0.777,0.357,0.0522,0.757,7.28e-06,0.108,0.172,139.883,0.0,1.0,hodgepodge.
4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""","Olivia Rodrigo, Disney, ","All I Want (From ""High School Musical: The Musical: The Series"")",0.376,0.43,0.0328,0.0902,0.0,0.0912,0.129,77.599,0.0,0.0,hodgepodge.
0gEcmyKlIUoi3sHTFVO1bE,I Was Sad Last Night I'm OK Now,"tobi lou, ",Live on Ice,0.87,0.637,0.0614,0.497,3.15e-05,0.205,0.78,120.99,5.0,0.0,hodgepodge.
5ruzrDWcT0vuJIOMW7gMnW,The Adults Are Talking,"The Strokes, ",The New Abnormal,0.593,0.749,0.0475,0.0113,0.106,0.314,0.649,164.959,5.0,1.0,hodgepodge.
4nzBST9JdZIy9qfilr93Po,aftermath,"vaultboy, ",aftermath,0.617,0.38,0.0361,0.018,0.0,0.112,0.192,116.961,9.0,1.0,hodgepodge.
0S6CXA5LpRDX6b4akgrOot,Love is a Laserquest,"Arctic Monkeys, ",Suck It and See,0.349,0.662,0.0402,0.00197,0.908,0.136,0.554,169.926,11.0,1.0,hodgepodge.
4R2kfaDFhslZEMJqAFNpdd,cardigan,"Taylor Swift, ",folklore,0.613,0.581,0.0424,0.537,0.000345,0.25,0.551,130.033,0.0,0.0,hodgepodge.
4cwrZdlGau9HsvmqXK44cd,upsides,"Nic D, ",upsides,0.719,0.495,0.18,0.0914,3.15e-06,0.104,0.471,84.983,10.0,0.0,hodgepodge.
2QUlMbvD9bL8wHqfsoqoet,Stop The World I Wanna Get Off With You,"Arctic Monkeys, ",Why'd You Only Call Me When You're High?,0.661,0.73,0.0574,0.0537,3.44e-05,0.14,0.53,95.027,6.0,0.0,hodgepodge.
04F42oEuKrRComYJfJuyVR,Backyard Boy,"Claire Rosinkranz, ",Backyard Boy (Stripped),0.817,0.635,0.163,0.323,0.0,0.0738,0.454,138.015,5.0,1.0,hodgepodge.
2bcznSEhUXz4xbbILPBlLC,dating myself,"sad alex, ",dating myself,0.85,0.499,0.0936,0.608,0.00119,0.156,0.725,77.512,1.0,1.0,hodgepodge.
1gH1h30wkQdd9zhY3j7a8T,THE SHADE,"Rex Orange County, ",WHO CARES?,0.898,0.509,0.062,0.391,0.0,0.0876,0.727,119.869,5.0,1.0,hodgepodge.
0XO2hckt5aHvvwH7FFdVYF,Drama (feat. Drake),"Roy Woods, Drake, ",Exis,0.708,0.358,0.0563,0.157,0.0,0.109,0.118,122.021,11.0,1.0,hodgepodge.
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,"Dua Lipa, ",Dance The Night (From Barbie The Album),0.671,0.845,0.048,0.0207,0.0,0.329,0.775,110.056,11.0,0.0,hodgepodge.
3zXIvb4nZ3cTdT8CsbTy3U,I’m Just Ken,"Ryan Gosling, ",Barbie The Album,0.352,0.628,0.0428,0.0264,4.74e-05,0.0952,0.387,140.431,1.0,1.0,hodgepodge.
5ZrDlcxIDZyjOzHdYW1ydr,Barbie Girl,"Aqua, ",Aquarium (Special Edition),0.812,0.879,0.0397,0.0167,0.224,0.366,0.962,129.991,1.0,0.0,hodgepodge.
749HNBEskSdXTKtGYvASFH,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua, ",Barbie World (with Aqua) [From Barbie The Album],0.759,0.579,0.248,0.514,0.0014,0.237,0.736,144.025,0.0,1.0,hodgepodge.
5VxmI3IdgAxWVvUnJoLuY2,Speed Drive (From Barbie The Album),"Charli XCX, ",Speed Drive (From Barbie The Album),0.652,0.879,0.0784,0.00284,0.0896,0.0918,0.789,173.925,0.0,1.0,hodgepodge.
6MZi5j60L80SZLBxN0bv8s,WATATI (feat. Aldo Ranks) [From Barbie The Album],"KAROL G, Aldo Ranks, ",WATATI (feat. Aldo Ranks) [From Barbie The Album],0.893,0.851,0.0979,0.145,6.49e-05,0.319,0.959,110.002,3.0,0.0,hodgepodge.
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]","Billie Eilish, ","What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.0307,0.959,1.05e-06,0.098,0.142,78.403,0.0,1.0,hodgepodge.
5BMwpS4iYKR30kq9U9beaT,City Of Stars,"Ryan Gosling, ",La La Land (Original Motion Picture Soundtrack),0.585,0.0809,0.0523,0.954,0.0233,0.0935,0.204,98.379,6.0,0.0,hodgepodge.
2pdbNPIBRuAyspK97Blj0a,Forever & Again,"The Kid LAROI, ",Barbie The Album,0.683,0.707,0.0385,0.11,0.0,0.13,0.548,130.023,2.0,1.0,hodgepodge.
6Ky8ROf2VWY5vwoGfMet7x,Forever & Again (From Barbie The Album),"The Kid LAROI, ",Forever & Again (From Barbie The Album),0.683,0.707,0.0385,0.11,0.0,0.13,0.548,130.023,2.0,1.0,hodgepodge.
0YNtAadZvKBBEFARtfoCV8,Compass,"The Neighbourhood, ",Hard To Imagine The Neighbourhood Ever Changing,0.7,0.82,0.0329,0.238,0.318,0.658,0.667,109.998,5.0,0.0,hodgepodge.
6jHvX8ZnHKC1PnrPMJ0Emt,Cigarette Daydreams,"Cage The Elephant, ",Melophobia,0.636,0.676,0.0263,0.0807,0.0,0.0831,0.273,113.98,2.0,1.0,hodgepodge.
0rOLFkjY5DSIViVBNnzOuK,Sanctuary,"Joji, ",Nectar,0.552,0.638,0.11,0.387,0.00014,0.374,0.332,167.834,1.0,1.0,hodgepodge.
7uo2L5FAja3pWIBa3HJVeC,could you love me while i hate myself,"Zeph, ",scared of everything,0.68,0.406,0.0414,0.782,0.00019,0.11,0.551,119.901,9.0,1.0,hodgepodge.
2DTRZKLOfm8BQOdNljrF7K,The Freedom to Fuck Off,"Petey, ",The Freedom to Fuck Off,0.53,0.535,0.0328,0.00294,0.00961,0.0617,0.35,178.482,2.0,1.0,hodgepodge.
2Gla2RTvl3ozhERrYzVmfi,Irish Goodbye,"Margaret Glaspy, ",Echo The Diamond,0.594,0.623,0.0234,0.0588,0.000154,0.11,0.336,92.62,0.0,1.0,hodgepodge.
