track_id,track_name,artists,album,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,playlist
5Ihd9HrPvOADyVoonH9ZjB,Un-Break My Heart,"Toni Braxton, ",Secrets,0.625,0.426,0.0271,0.412,0.0,0.116,0.112,110.021,2.0,0.0,hodgepodge.
05pKAafT85jeeNhZ6kq7HT,I Won't Give Up,"Jason Mraz, ",I Won't Give Up,0.585,0.303,0.0398,0.694,0.0,0.115,0.142,136.703,4.0,1.0,hodgepodge.
4DRBaZ760gyk7LWnaJFqsJ,I Want To Hold Your Hand - Remastered 2015,"The Beatles, ",1 (Remastered),0.49,0.715,0.0476,0.386,0.0,0.311,0.866,130.726,7.0,1.0,hodgepodge.
4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered 2011,"Queen, ",News Of The World (2011 Remaster),0.692,0.497,0.119,0.676,0.0,0.259,0.475,81.308,2.0,1.0,hodgepodge.
1wKWgSrVgaSyxJARfld0Yu,Closing Time,"Semisonic, ",20 #1’s: Alternative Rock,0.482,0.86,0.0283,0.0225,1.32e-06,0.124,0.251,92.24,7.0,1.0,hodgepodge.
0MKqeOVdZcUFGJvWpGCKbG,Come Together - Remastered,"The Beatles, ",Abbey Road (Remastered),0.533,0.376,0.0393,0.0302,0.248,0.0926,0.187,165.007,9.0,0.0,hodgepodge.
4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,"Queen, ",A Night At The Opera (2011 Remaster),0.414,0.404,0.0499,0.271,0.0,0.3,0.224,71.105,0.0,0.0,hodgepodge.
3Q3ICXEHo0xKV06WPNt8Wq,Take On Me,"a-ha, ",50 Retro Songs To Hear While You're Still Alive,0.483,0.946,0.0502,0.00876,0.00765,0.103,0.825,169.051,6.0,0.0,hodgepodge.
7JrUo70YjhU4S7flcJtK0k,Wonderwall,"Oasis, ",[What's The Story] Morning Glory,0.412,0.849,0.0361,0.00212,0.0,0.13,0.486,174.428,2.0,1.0,hodgepodge.
2AT8iROs4FQueDv2c8q2KE,R U Mine?,"Arctic Monkeys, ",AM,0.288,0.758,0.0371,0.00616,0.0,0.303,0.619,97.094,6.0,0.0,hodgepodge.
3HfHBnADHAKPW9xhhLnKtg,Giving Up,"Whitney, ",Forever Turned Around,0.643,0.601,0.0327,0.597,0.522,0.109,0.166,90.642,6.0,1.0,hodgepodge.
2hIsd0F6ZGfHCC1xa7vSad,Each Time You Fall in Love,"Cigarettes After Sex, ",Cigarettes After Sex,0.378,0.533,0.0279,0.479,0.508,0.131,0.285,75.927,10.0,1.0,hodgepodge.
2k9N4caeCIJLOWwWwssrEM,Easily,"Bruno Major, ",A Song For Every Moon,0.772,0.256,0.0481,0.491,0.00612,0.144,0.357,118.902,7.0,0.0,hodgepodge.
4r9hiElqKWMPT4Z3vN2exq,A Lovely Night,"Ryan Gosling, Emma Stone, ",La La Land (Original Motion Picture Soundtrack),0.364,0.478,0.0473,0.299,0.0015,0.124,0.493,134.551,7.0,1.0,hodgepodge.
6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,"P!nk, Willow Sage Hart, ",Cover Me In Sunshine,0.476,0.594,0.135,0.0599,0.0,0.0785,0.314,159.702,5.0,1.0,hodgepodge.
6J2LdBN97cDWn0MLxYh9HB,July,"Noah Cyrus, ",THE END OF EVERYTHING,0.708,0.186,0.042,0.868,0.0,0.0779,0.322,72.541,9.0,0.0,hodgepodge.
7gGBgh0bVxHPgZjA505bo9,Break My Heart Again,"FINNEAS, ",Blood Harmony (Deluxe),0.402,0.151,0.04,0.907,0.0,0.0941,0.489,144.069,4.0,0.0,hodgepodge.
2CSrG5fnBpcdfPXg7sJUBi,The Book of You & I,"Alec Benjamin, ",These Two Windows,0.507,0.387,0.0324,0.909,0.0,0.113,0.485,102.987,10.0,1.0,hodgepodge.
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber, ",STAY (with Justin Bieber),0.591,0.764,0.0483,0.0383,0.0,0.103,0.478,169.928,1.0,1.0,hodgepodge.
0RbW8kWozrVSIGb4V13o0o,Hurricane,"Kanye West, ",Donda,0.587,0.561,0.146,0.0466,0.0,0.109,0.351,80.009,0.0,1.0,hodgepodge.
0upFohXrGxIIAjyaJmCkMU,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack","Teriyaki Boyz, ",Tokyo Drift (Fast & Furious),0.757,0.892,0.124,0.178,4.19e-05,0.0719,0.936,127.014,6.0,1.0,hodgepodge.
5GGEJhZ5xjbU7UhSlipuoq,Don't Change,"Why Don't We, ",Don't Change,0.794,0.621,0.168,0.206,0.0,0.103,0.237,106.053,10.0,0.0,hodgepodge.
17rZE0vrMNGkRAKJu3Qmk3,Overtime,"Indie Inconvenience, ",Overtime,0.322,0.286,0.0308,0.293,0.000381,0.296,0.156,78.134,7.0,1.0,hodgepodge.
6aGjEZ7kq3YXgD0EDt80O5,Live While We're Young,"One Direction, ",Take Me Home: Yearbook Edition,0.658,0.837,0.0543,0.0629,0.0,0.0969,0.936,126.015,2.0,1.0,hodgepodge.
5v7ZDlIs3NppqALpTeWWHS,Cause I Don't Care When I'm with My Baby,"Max Mazing, ",Cause I Don't Care When I'm with My Baby,0.808,0.71,0.0383,0.21,0.0,0.127,0.793,101.987,6.0,1.0,hodgepodge.
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,"Kesha, ",Animal (Expanded Edition),0.755,0.837,0.142,0.0991,0.0,0.289,0.714,120.028,2.0,0.0,hodgepodge.
1tfVpMI8G6EakZU4rEja4w,Sing Me to Sleep,"Alan Walker, ",Different World,0.474,0.622,0.061,0.0129,3.82e-06,0.327,0.158,176.062,4.0,0.0,hodgepodge.
4n7jnSxVLd8QioibtTDBDq,On My Way,"Alan Walker, Sabrina Carpenter, Farruko, ",On My Way,0.509,0.689,0.102,0.0209,0.0,0.301,0.297,170.087,1.0,0.0,hodgepodge.
698ItKASDavgwZ3WjaWjtz,Faded,"Alan Walker, ",Different World,0.468,0.627,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,6.0,1.0,hodgepodge.
0lks2Kt9veMOFEAPN0fsqN,Lily,"Alan Walker, K-391, Emelie Hollow, ",Different World,0.423,0.634,0.0578,0.196,0.0,0.189,0.467,150.978,6.0,0.0,hodgepodge.
1zB4vmk8tFRmM9UULNzbLB,Thunder,"Imagine Dragons, ",Evolve,0.605,0.822,0.0438,0.00671,0.134,0.147,0.288,167.997,0.0,1.0,hodgepodge.
0puf9yIluy9W0vpMEUoAnN,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj, ",Sweet Talker (Deluxe Version),0.706,0.786,0.091,0.26,0.0,0.38,0.751,150.028,0.0,0.0,hodgepodge.
3h4T9Bg8OVSUYa6danHeH5,Animals,"Maroon 5, ",V (Asia Tour Edition),0.279,0.742,0.0898,0.000185,0.0,0.593,0.328,189.868,4.0,0.0,hodgepodge.
18A7ha5BitZjmdHTCwXFbU,Cradles,"Sub Urban, ",Cradles,0.581,0.585,0.369,0.27,6.48e-05,0.179,0.63,67.443,1.0,1.0,hodgepodge.
3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),"Kygo, Selena Gomez, ",It Ain't Me (with Selena Gomez),0.64,0.533,0.0706,0.119,0.0,0.0864,0.515,99.968,0.0,1.0,hodgepodge.
58q2HKrzhC3ozto2nDdN4z,I Like It,"Cardi B, Bad Bunny, J Balvin, ",Invasion of Privacy,0.816,0.726,0.129,0.099,0.0,0.372,0.65,136.048,5.0,0.0,hodgepodge.
4zb3kFL9fXrrfTwIY4CcDy,Flux,"Ellie Goulding, ",Flux,0.518,0.465,0.0273,0.834,0.0,0.203,0.302,93.024,0.0,1.0,hodgepodge.
6KfoDhO4XUWSbnyKjNp9c4,Maniac,"Conan Gray, ",Kid Krow,0.628,0.639,0.0435,0.00162,0.0,0.354,0.493,108.045,8.0,1.0,hodgepodge.
55n9yjI6qqXh5F2mYvUc2y,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift, ",reputation Stadium Tour Surprise Song Playlist,0.731,0.445,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,0.0,1.0,hodgepodge.
3AGOgQzp0YcPH41u9p7dOp,Glad You Came,"The Wanted, ",The Wanted (Special Edition),0.61,0.841,0.0692,0.056,9.85e-06,0.118,0.431,126.889,7.0,0.0,hodgepodge.
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee, ",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),0.76,0.479,0.0466,0.556,0.0,0.0703,0.913,89.911,2.0,1.0,hodgepodge.
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,"Coldplay, ",A Head Full of Dreams,0.491,0.693,0.0377,0.211,6.92e-06,0.325,0.412,90.027,0.0,0.0,hodgepodge.
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie, ",Rockabye (feat. Sean Paul & Anne-Marie),0.72,0.763,0.0523,0.406,0.0,0.18,0.742,101.965,9.0,0.0,hodgepodge.
6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza, ",AVĪCI (01),0.662,0.858,0.0428,0.00163,0.0,0.0456,0.295,133.993,2.0,1.0,hodgepodge.
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,"One Direction, ",Made In The A.M. (Deluxe Edition),0.73,0.703,0.0369,0.109,0.0,0.0657,0.595,138.113,0.0,0.0,hodgepodge.
3NLnwwAQbbFKcEcV8hDItk,Perfect,"One Direction, ",Made In The A.M. (Deluxe Edition),0.647,0.823,0.0762,0.0598,0.0,0.119,0.396,99.933,2.0,1.0,hodgepodge.
09CtPGIpYB4BrO8qb1RGsF,Sorry,"Justin Bieber, ",Purpose (Deluxe),0.654,0.76,0.045,0.0797,0.0,0.299,0.41,99.945,0.0,0.0,hodgepodge.
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,"Justin Bieber, ",Purpose (Deluxe),0.609,0.378,0.438,0.835,0.0,0.28,0.515,100.418,4.0,1.0,hodgepodge.
3S4px9f4lceWdKf0gWciFu,Cheap Thrills,"Sia, ",This Is Acting (Deluxe Version),0.628,0.698,0.105,0.0472,0.00143,0.0907,0.732,89.976,6.0,0.0,hodgepodge.
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,"Calvin Harris, Rihanna, ",This Is What You Came For,0.631,0.927,0.0332,0.199,0.119,0.148,0.465,123.962,9.0,0.0,hodgepodge.
1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb, ","At Night, Alone.",0.664,0.714,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,7.0,0.0,hodgepodge.
2iuZJX9X9P0GKaE93xcPjk,Sugar,"Maroon 5, ",V,0.748,0.788,0.0334,0.0591,0.0,0.0863,0.884,120.076,1.0,1.0,hodgepodge.
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,"Avicii, ",True,0.532,0.783,0.0523,0.0038,0.0012,0.161,0.643,124.08,2.0,1.0,hodgepodge.
6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,"OneRepublic, ",Native,0.664,0.705,0.0382,0.0654,0.0,0.115,0.477,122.017,1.0,0.0,hodgepodge.
5jsw9uXEGuKyJzs0boZ1bT,Stitches,"Shawn Mendes, ",Handwritten,0.752,0.754,0.0615,0.0151,0.0,0.0486,0.755,149.789,1.0,1.0,hodgepodge.
5O2P9iiztwhomNh8xkR9lJ,Night Changes,"One Direction, ",FOUR (Deluxe),0.672,0.52,0.0353,0.859,0.0,0.115,0.37,120.001,8.0,1.0,hodgepodge.
6nek1Nin9q48AVZcWs9e9D,Paradise,"Coldplay, ",Mylo Xyloto,0.449,0.585,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,5.0,1.0,hodgepodge.
0sQLhT32E9ZG2zn5iYR6nN,Locked Away (feat. Adam Levine),"R. City, Adam Levine, ",Locked Away (feat. Adam Levine),0.508,0.677,0.0656,0.328,0.0,0.0491,0.575,121.928,1.0,1.0,hodgepodge.
7BKLCZ1jbUBVqRi2FVlTVw,Closer,"The Chainsmokers, Halsey, ",Closer,0.748,0.524,0.0338,0.414,0.0,0.111,0.661,95.01,8.0,1.0,hodgepodge.
7zsXy7vlHdItvUSH8EwQss,Cold Water,"Major Lazer, Justin Bieber, MØ, ",Cold Water,0.608,0.798,0.0432,0.0736,0.0,0.156,0.501,92.943,6.0,0.0,hodgepodge.
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,"DJ Snake, Justin Bieber, ",Encore,0.649,0.716,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,8.0,1.0,hodgepodge.
6i0V12jOa3mr6uu4WYhUBr,Heathens,"Twenty One Pilots, ",Heathens,0.732,0.396,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4.0,0.0,hodgepodge.
37FXw5QGFN7uwwsLy8uAc0,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez, ",Nine Track Mind,0.728,0.563,0.134,0.621,0.0,0.179,0.352,100.017,1.0,0.0,hodgepodge.
5kqIPrATaCc2LqxVWzQGbk,7 Years,"Lukas Graham, ",Lukas Graham,0.765,0.473,0.0514,0.287,0.0,0.391,0.34,119.992,10.0,1.0,hodgepodge.
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,"Shawn Mendes, ",Illuminate,0.444,0.819,0.341,0.106,0.0,0.107,0.747,82.695,10.0,0.0,hodgepodge.
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,"ZAYN, ",Mind Of Mine (Deluxe Edition),0.584,0.7,0.0456,0.117,0.0,0.0939,0.438,124.944,11.0,1.0,hodgepodge.
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,"The Weeknd, ",Beauty Behind The Madness,0.705,0.769,0.0425,0.113,0.0,0.105,0.583,107.949,9.0,0.0,hodgepodge.
6XQHlsNu6so4PdglFkJQRJ,"City Of Stars - From ""La La Land"" Soundtrack","Ryan Gosling, Emma Stone, ",La La Land (Original Motion Picture Soundtrack),0.492,0.116,0.0379,0.899,1.93e-06,0.0889,0.434,111.787,2.0,0.0,hodgepodge.
7qiZfU4dY1lWllzX7mPBI3,Shape of You,"Ed Sheeran, ",÷ (Deluxe),0.825,0.652,0.0802,0.581,0.0,0.0931,0.931,95.977,1.0,0.0,hodgepodge.
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,"Eminem, Rihanna, ",Recovery,0.749,0.925,0.227,0.241,0.0,0.52,0.641,86.989,10.0,1.0,hodgepodge.
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,"The Chainsmokers, Coldplay, ",Memories...Do Not Open,0.617,0.635,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,11.0,0.0,hodgepodge.
0afhq8XCExXpqazXczTSve,Galway Girl,"Ed Sheeran, ",÷ (Deluxe),0.624,0.876,0.1,0.0735,0.0,0.327,0.781,99.943,9.0,1.0,hodgepodge.
5cF0dROlMOK5uNZtivgu50,Attention,"Charlie Puth, ",Voicenotes,0.775,0.613,0.0542,0.109,2.33e-05,0.134,0.797,100.066,3.0,0.0,hodgepodge.
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,"Kendrick Lamar, ",DAMN.,0.908,0.621,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,1.0,0.0,hodgepodge.
0VgkVdmE4gld66l8iyGjgx,Mask Off,"Future, ",FUTURE,0.833,0.434,0.431,0.0102,0.0219,0.165,0.281,150.062,2.0,1.0,hodgepodge.
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,"Shawn Mendes, ",Illuminate (Deluxe),0.866,0.813,0.0554,0.38,0.0,0.0779,0.969,121.998,11.0,0.0,hodgepodge.
2nLtzopw4rPReszdYBJU6h,Numb,"Linkin Park, ",Meteora,0.496,0.863,0.0381,0.0046,0.0,0.639,0.243,110.018,9.0,1.0,hodgepodge.
0pqnGHJpmpxLKifKRmU6WP,Believer,"Imagine Dragons, ",Evolve,0.776,0.78,0.128,0.0622,0.0,0.081,0.666,124.949,10.0,0.0,hodgepodge.
6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"Jason Derulo, Nicki Minaj, Ty Dolla $ign, ",Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.696,0.817,0.109,0.075,0.0,0.187,0.782,98.064,1.0,1.0,hodgepodge.
4Ro98RCK90oHqqSZUnTFq5,Strip That Down,"Liam Payne, Quavo, ",Strip That Down,0.874,0.497,0.0562,0.22,0.0,0.0761,0.542,106.023,6.0,1.0,hodgepodge.
4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,"Justin Bieber, ",Purpose (Deluxe),0.845,0.567,0.0956,0.59,0.00142,0.0811,0.793,125.02,5.0,0.0,hodgepodge.
3VlbOrM6nYPprVvzBZllE5,Too Good At Goodbyes,"Sam Smith, ",The Thrill Of It All (Special Edition),0.681,0.372,0.0432,0.64,0.0,0.169,0.476,91.873,5.0,1.0,hodgepodge.
1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),"Eminem, Ed Sheeran, ",Revival,0.748,0.749,0.516,0.142,0.0,0.0713,0.659,90.09,8.0,0.0,hodgepodge.
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,"Twenty One Pilots, ",Blurryface,0.734,0.637,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4.0,0.0,hodgepodge.
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull, ",Raymond v Raymond (Expanded Edition),0.663,0.861,0.109,0.0338,0.0,0.082,0.654,119.963,7.0,0.0,hodgepodge.
3GpbwCm3YxiWDvy29Uo3vP,Right Round,"Flo Rida, Kesha, ",R.O.O.T.S. (Route of Overcoming the Struggle),0.72,0.672,0.0551,0.009,0.0,0.232,0.705,124.986,7.0,1.0,hodgepodge.
2bdCO4UTMX1ennK2I4rFpD,Always,"Isak Danielson, ",Yours,0.69,0.452,0.0472,0.356,0.0,0.308,0.55,112.963,11.0,1.0,hodgepodge.
14BH4qO7pgCmIe6mgLKOK3,Someone To You,"BANNERS, ",Empires On Fire,0.468,0.936,0.0455,0.00568,0.0,0.24,0.663,75.05,2.0,1.0,hodgepodge.
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,"Carly Rae Jepsen, ",Kiss,0.783,0.58,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,7.0,1.0,hodgepodge.
0cqRj7pUJDkTCEsJkx8snD,Shake It Off,"Taylor Swift, ",1989 (Deluxe),0.647,0.8,0.165,0.0647,0.0,0.334,0.942,160.078,7.0,1.0,hodgepodge.
7l1qvxWjxcKpB9PCtBuTbU,Count on Me,"Bruno Mars, ",Doo-Wops & Hooligans,0.589,0.389,0.028,0.851,0.0,0.0772,0.501,89.1,0.0,1.0,hodgepodge.
0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),"Doja Cat, ",Planet Her,0.912,0.655,0.162,0.315,3.39e-05,0.0894,0.793,91.942,8.0,0.0,hodgepodge.
4EivmOT13NMpNSfTKn9p4s,Like That (feat. Gucci Mane),"Doja Cat, Gucci Mane, ",Hot Pink,0.879,0.498,0.18,0.239,0.0,0.0967,0.405,106.044,4.0,0.0,hodgepodge.
4OAuvHryIVv4kMDNSLuPt6,Red (Taylor's Version),"Taylor Swift, ",Red (Taylor's Version),0.516,0.777,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,1.0,0.0,hodgepodge.
3Uo7WG0vmLQ07WB4BDwy7D,willow,"Taylor Swift, ",evermore,0.392,0.579,0.164,0.835,0.00179,0.145,0.549,80.961,7.0,1.0,hodgepodge.
2MJz8BxxMsERULatmBikDH,At My Worst,"Pink Sweat$, ",PINK PLANET,0.813,0.415,0.0349,0.777,0.0,0.131,0.667,91.921,0.0,1.0,hodgepodge.
5378LoNbSAXftlSJCsiFWL,I'm A Freak,"Enrique Iglesias, Pitbull, ",SEX AND LOVE,0.707,0.806,0.0599,0.0386,0.0,0.107,0.802,127.951,5.0,1.0,hodgepodge.
1q1LT5ho3zrIjpvxMdJxYx,Heart Attack,"Enrique Iglesias, ",SEX AND LOVE,0.507,0.891,0.107,0.0631,0.0,0.392,0.458,77.02,4.0,1.0,hodgepodge.
5vTPxzm4h2bY9rYyVrGEU5,Really Don't Care,"Demi Lovato, Cher Lloyd, ",Demi,0.706,0.728,0.0852,0.123,0.0,0.185,0.851,121.017,7.0,1.0,hodgepodge.
2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,"blackbear, ",everything means nothing,0.782,0.559,0.0767,0.125,0.0,0.385,0.685,129.992,6.0,0.0,hodgepodge.
6GREIx79VAYuT0DYDGTIJh,Heartbeat,"Enrique Iglesias, Nicole Scherzinger, ",Euphoria,0.567,0.888,0.0993,0.0228,0.0,0.279,0.41,129.962,10.0,1.0,hodgepodge.
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,"Coldplay, ",Ghost Stories,0.545,0.675,0.0279,0.00617,0.00197,0.209,0.162,124.97,6.0,1.0,hodgepodge.
7GJ572zvnU94VZVrj5XRtb,Spirits,"The Strumbellas, ",Hope,0.556,0.658,0.0265,0.164,0.0,0.113,0.787,80.529,0.0,1.0,hodgepodge.
3NFuE3uDOr6QUw9UZ9HzKo,Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates, ",Sugar (feat. Francesco Yates),0.636,0.815,0.0581,0.0185,0.0,0.163,0.636,123.063,5.0,0.0,hodgepodge.
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,"Hozier, ",Hozier,0.566,0.664,0.0464,0.634,0.0,0.116,0.437,128.945,4.0,0.0,hodgepodge.
4fouWK6XVHhzl78KzQ1UjL,abcdefu,"GAYLE, ",abcdefu,0.695,0.54,0.0493,0.299,0.0,0.367,0.415,121.932,4.0,1.0,hodgepodge.
3BZEcbdtXQSo7OrvKRJ6mb,MONTERO (Call Me By Your Name),"Lil Nas X, ",MONTERO (Call Me By Your Name),0.61,0.508,0.152,0.297,0.0,0.384,0.758,178.818,8.0,0.0,hodgepodge.
3z06k8YF9CqX0CGFrlekOK,everything sucks,"vaultboy, ",everything sucks,0.76,0.371,0.0531,0.00772,0.0,0.0785,0.653,138.023,6.0,1.0,hodgepodge.
3B7udSGy2PfgoCniMSb523,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","Ed Sheeran, ",The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),0.581,0.0549,0.0397,0.559,0.0,0.0718,0.234,152.037,10.0,0.0,hodgepodge.
152lZdxL1OR0ZMW6KquMif,Location,"Khalid, ",American Teen,0.736,0.449,0.425,0.33,0.000162,0.0898,0.326,80.126,1.0,0.0,hodgepodge.
6YIivt0G3ZUuNrM62jp9pL,Way Less Sad,"AJR, ",OK ORCHESTRA,0.695,0.541,0.046,0.00707,0.0,0.104,0.409,140.018,2.0,1.0,hodgepodge.
0ct6r3EGTcMLPtrXHDvVjc,The Nights,"Avicii, ",The Days / Nights,0.527,0.835,0.0433,0.0166,0.0,0.249,0.654,125.983,6.0,1.0,hodgepodge.
2RttW7RAu5nOAfq6YFvApB,Happier,"Ed Sheeran, ",÷ (Deluxe),0.522,0.385,0.0288,0.536,0.0,0.135,0.236,89.792,0.0,1.0,hodgepodge.
2dpaYNEQHiRxtZbfNsse99,Happier,"Marshmello, Bastille, ",Happier,0.687,0.792,0.0452,0.191,0.0,0.167,0.671,100.015,5.0,1.0,hodgepodge.
1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R., ",Freudian,0.524,0.364,0.0367,0.808,0.0,0.1,0.436,75.24,7.0,1.0,hodgepodge.
0AS63m1wHv9n4VVRizK6Hc,Mercy,"Shawn Mendes, ",Illuminate (Deluxe),0.555,0.662,0.0827,0.125,0.0,0.111,0.356,148.128,11.0,0.0,hodgepodge.
6M31fPFCYB8Job3MCjjrDV,They Don't Know About Us,"One Direction, ",Take Me Home (Expanded Edition),0.514,0.727,0.0492,0.126,0.0,0.0978,0.37,147.917,0.0,1.0,hodgepodge.
3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,"Joel Adams, ",Please Don't Go,0.513,0.768,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,4.0,0.0,hodgepodge.
6VrLYoQKdhu1Jruei06t65,Somebody To You,"The Vamps, ",Meet The Vamps,0.526,0.818,0.0358,0.0587,0.0,0.333,0.896,171.96,3.0,1.0,hodgepodge.
7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien, ",us,0.492,0.275,0.3,0.687,0.0,0.101,0.18,92.6,6.0,0.0,hodgepodge.
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,"Rixton, ",Let The Road,0.545,0.783,0.0345,0.00489,0.0,0.132,0.551,174.084,5.0,0.0,hodgepodge.
0tBbt8CrmxbjRP0pueQkyU,Wolves,"Selena Gomez, Marshmello, ",Wolves,0.724,0.804,0.0448,0.124,0.0,0.204,0.306,124.987,11.0,0.0,hodgepodge.
3fVnlF4pGqWI9flVENcT28,Wildest Dreams,"Taylor Swift, ",1989,0.553,0.664,0.0741,0.0709,0.0056,0.106,0.467,140.06,8.0,1.0,hodgepodge.
6lanRgr6wXibZr8KgzXxBl,a thousand years,"Christina Perri, ",A Thousand Years,0.421,0.407,0.0267,0.309,0.000961,0.11,0.161,139.028,10.0,1.0,hodgepodge.
3nivloq0Lqd2CYWHTgAlwU,Shy,"Jai Waetford, ",Shy - EP,0.541,0.518,0.0451,0.272,0.0,0.0835,0.305,75.134,7.0,1.0,hodgepodge.
0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,"Ellie Goulding, ",Fifty Shades Freed (Original Motion Picture Soundtrack),0.489,0.597,0.0292,0.27,0.0,0.105,0.324,95.012,5.0,0.0,hodgepodge.
009ImBOrIUlWgla8U05RAC,Unconditionally,"Katy Perry, ",PRISM,0.432,0.725,0.0431,0.00273,0.0,0.208,0.353,128.902,7.0,1.0,hodgepodge.
3e7sxremeOE3wTySiOhGiP,Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia, ",Icarus Falls,0.259,0.437,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,11.0,0.0,hodgepodge.
6ATgDc6e4sPn84hvJsAmPt,hate u love u,"Olivia O'Brien, ",hate u love u,0.407,0.416,0.174,0.656,0.0,0.0981,0.246,176.947,6.0,0.0,hodgepodge.
6LteLVcW0oWLjuW6nePyWb,The Fault in Our Stars,"Troye Sivan, ",The Fault in Our Stars,0.481,0.179,0.109,0.613,2.84e-05,0.145,0.405,74.85,3.0,1.0,hodgepodge.
0o9MIPIGM8svRpfdQGTvUX,Armor,"Landon Austin, ",Armor,0.528,0.687,0.0334,0.157,0.0,0.0997,0.312,155.953,8.0,0.0,hodgepodge.
3cWO4Moun8JYsXA0BcPLBC,Netflix Trip,"AJR, ",The Click,0.463,0.734,0.0436,0.0413,0.0,0.174,0.46,94.967,7.0,1.0,hodgepodge.
0WmH9fXWCQ51RQi1kWPJrI,100 Bad Days,"AJR, ",Neotheater,0.626,0.639,0.085,0.0465,0.0,0.246,0.638,144.009,10.0,1.0,hodgepodge.
